model,family,cost,feature_set,classifier,precision,recall,f1,accuracy,auc,num_features
llava_1_5_7b,visual_combo_cap085,geo,risk_relative_vll_cost_geo_capped_topmass_085+target_visual_hidden_cosine_relative_vll_capped_topmass_085,mlp,0.6785714285714286,0.8382352941176471,0.75,0.7342657342657343,0.8456862745098039,64
llava_1_5_7b,visual_combo_cap085,tbar,risk_relative_vll_cost_tbar_capped_topmass_085+target_visual_hidden_cosine_relative_vll_capped_topmass_085,xgb,0.6891891891891891,0.75,0.7183098591549296,0.7202797202797203,0.8170588235294117,64
llava_1_5_7b,visual_combo_cap085,tbar,risk_relative_vll_cost_tbar_capped_topmass_085+target_visual_hidden_cosine_relative_vll_capped_topmass_085,mlp,0.7464788732394366,0.7794117647058824,0.762589928057554,0.7692307692307693,0.8429411764705882,64
llava_1_5_7b,visual_combo_cap085,sbar,risk_relative_vll_cost_sbar_capped_topmass_085+target_visual_hidden_cosine_relative_vll_capped_topmass_085,xgb,0.7205882352941176,0.7205882352941176,0.7205882352941176,0.7342657342657343,0.8188235294117646,64
llava_1_5_7b,visual_combo_cap085,sbar,risk_relative_vll_cost_sbar_capped_topmass_085+target_visual_hidden_cosine_relative_vll_capped_topmass_085,mlp,0.7162162162162162,0.7794117647058824,0.7464788732394366,0.7482517482517482,0.8256862745098039,64
llava_1_5_7b,vp_combo_raw,geo,risk_visual_prompt_relative_vll_cost_geo+target_visual_prompt_hidden_cosine_visual_prompt_relative_vll,xgb,0.746268656716418,0.7352941176470589,0.7407407407407407,0.7552447552447552,0.842156862745098,64
llava_1_5_7b,vp_combo_raw,geo,risk_visual_prompt_relative_vll_cost_geo+target_visual_prompt_hidden_cosine_visual_prompt_relative_vll,mlp,0.6626506024096386,0.8088235294117647,0.7284768211920529,0.7132867132867133,0.8152941176470587,64
llava_1_5_7b,vp_combo_raw,tbar,risk_visual_prompt_relative_vll_cost_tbar+target_visual_prompt_hidden_cosine_visual_prompt_relative_vll,xgb,0.7313432835820896,0.7205882352941176,0.725925925925926,0.7412587412587412,0.8305882352941176,64
llava_1_5_7b,vp_combo_raw,tbar,risk_visual_prompt_relative_vll_cost_tbar+target_visual_prompt_hidden_cosine_visual_prompt_relative_vll,mlp,0.7027027027027027,0.7647058823529411,0.7323943661971831,0.7342657342657343,0.8227450980392157,64
llava_1_5_7b,vp_combo_raw,sbar,risk_visual_prompt_relative_vll_cost_sbar+target_visual_prompt_hidden_cosine_visual_prompt_relative_vll,xgb,0.7246376811594203,0.7352941176470589,0.7299270072992701,0.7412587412587412,0.8347058823529411,64
llava_1_5_7b,vp_combo_raw,sbar,risk_visual_prompt_relative_vll_cost_sbar+target_visual_prompt_hidden_cosine_visual_prompt_relative_vll,mlp,0.9285714285714286,0.5735294117647058,0.7090909090909091,0.7762237762237763,0.8384313725490196,64
llava_1_5_7b,vp_combo_cap085,geo,risk_visual_prompt_relative_vll_cost_geo_capped_topmass_085+target_visual_prompt_hidden_cosine_visual_prompt_relative_vll_capped_topmass_085,xgb,0.7313432835820896,0.7205882352941176,0.725925925925926,0.7412587412587412,0.8229411764705882,64
llava_1_5_7b,vp_combo_cap085,geo,risk_visual_prompt_relative_vll_cost_geo_capped_topmass_085+target_visual_prompt_hidden_cosine_visual_prompt_relative_vll_capped_topmass_085,mlp,0.7027027027027027,0.7647058823529411,0.7323943661971831,0.7342657342657343,0.8050980392156862,64
llava_1_5_7b,vp_combo_cap085,tbar,risk_visual_prompt_relative_vll_cost_tbar_capped_topmass_085+target_visual_prompt_hidden_cosine_visual_prompt_relative_vll_capped_topmass_085,xgb,0.7333333333333333,0.8088235294117647,0.7692307692307693,0.7692307692307693,0.831764705882353,64
llava_1_5_7b,vp_combo_cap085,tbar,risk_visual_prompt_relative_vll_cost_tbar_capped_topmass_085+target_visual_prompt_hidden_cosine_visual_prompt_relative_vll_capped_topmass_085,mlp,0.6363636363636364,0.8235294117647058,0.717948717948718,0.6923076923076923,0.8247058823529413,64
llava_1_5_7b,vp_combo_cap085,sbar,risk_visual_prompt_relative_vll_cost_sbar_capped_topmass_085+target_visual_prompt_hidden_cosine_visual_prompt_relative_vll_capped_topmass_085,xgb,0.7611940298507462,0.75,0.7555555555555555,0.7692307692307693,0.823529411764706,64
llava_1_5_7b,vp_combo_cap085,sbar,risk_visual_prompt_relative_vll_cost_sbar_capped_topmass_085+target_visual_prompt_hidden_cosine_visual_prompt_relative_vll_capped_topmass_085,mlp,0.6818181818181818,0.8823529411764706,0.7692307692307693,0.7482517482517482,0.852156862745098,64
